id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_W,call_ratio
545,767,0.2,185,271,1000,2445,6,1,6,No,4,hexa,medium,Single,16.0,17.0,19.1044921875,Touch,n,814.46,271000,2500.0,127.83333333333333
546,1350,0.8,181,369,544,2287,15,1,8,Yes,4,octa,low,Dual,,4.0,49.2041015625,Touch,none,940.56,200736,1360.0,168.75
547,1117,0.2,146,1258,1627,2003,8,7,14,Yes,2,dual,low,Dual,,7.0,31.0234375,Touch,b,585.77,2046766,581.0714285714286,79.78571428571429
548,641,0.9,192,417,759,3595,7,5,19,Yes,4,single,medium,Single,,3.0,6.9267578125,Touch,a,876.72,316503,379.5,33.73684210526316
549,1002,0.5,83,1345,1416,1726,16,5,19,No,4,dual,low,Dual,,4.0,34.673828125,LCD,a,927.52,1904520,708.0,52.73684210526316
550,1408,0.9,89,613,1088,3952,8,6,3,Yes,2,penta,medium,Dual,10.0,14.0,45.0146484375,LCD,g,1201.87,666944,453.33333333333337,469.3333333333333
551,1900,0.5,190,912,1596,850,5,1,4,Yes,3,octa,medium,Dual,1.0,6.0,40.55078125,Touch,n,911.64,1455552,3990.0,475.0
552,726,0.1,101,666,760,1446,17,2,8,No,3,octa,high,Single,,,42.33203125,Touch,none,717.46,506160,950.0,90.75
553,1544,0.1,113,236,857,1300,8,7,18,No,4,octa,high,Single,12.0,20.0,44.21875,Touch,none,968.34,202252,306.07142857142856,85.77777777777777
554,1454,0.2,160,186,1100,719,14,10,10,Yes,4,quad,medium,Single,6.0,10.0,21.169921875,Touch,a,760.95,204600,275.0,145.4
555,1230,0.8,123,416,676,988,11,5,9,Yes,2,penta,medium,Dual,6.0,7.0,26.0244140625,Touch,b,610.06,281216,338.0,136.66666666666666
556,1552,0.3,180,430,658,2606,13,6,12,No,4,octa,medium,Single,10.0,18.0,52.1806640625,LCD,none,937.06,282940,274.1666666666667,129.33333333333334
557,1519,0.7,200,168,1239,2912,11,10,15,No,3,single,medium,Single,,10.0,31.9326171875,Touch,none,1122.91,208152,309.75,101.26666666666667
558,723,0.3,102,1467,1901,2339,19,9,17,Yes,2,single,medium,Single,4.0,7.0,30.01953125,Touch,a,665.28,2788767,528.0555555555555,42.529411764705884
559,1191,0.9,169,179,1813,1028,14,6,8,No,3,single,high,Dual,2.0,7.0,13.43359375,Touch,b,599.48,324527,755.4166666666667,148.875
560,1168,0.1,90,159,1578,3173,9,4,17,No,2,octa,medium,Single,9.0,10.0,60.5,LCD,g,947.35,250902,986.25,68.70588235294117
561,1229,0.8,191,120,1878,1667,17,6,17,No,2,dual,low,Dual,15.0,16.0,13.77734375,LCD,b,749.74,225360,782.5,72.29411764705883
562,1758,0.6,190,762,1864,1897,6,2,15,Yes,4,octa,low,Single,11.0,14.0,13.328125,LCD,none,1132.37,1420368,2330.0,117.2
563,1290,0.1,143,600,1109,1214,9,8,15,No,2,hexa,low,Single,,4.0,3.3994140625,Touch,a,535.53,665400,346.5625,86.0
564,574,0.1,90,286,1171,3269,8,7,10,No,2,hexa,high,Dual,16.0,17.0,37.609375,Touch,none,409.27,334906,418.21428571428567,57.4
565,1271,0.1,113,1350,1949,445,15,14,14,Yes,2,hepta,low,Single,12.0,15.0,31.9423828125,LCD,b,652.56,2631150,348.03571428571433,90.78571428571429
566,1170,0.4,83,27,1722,1073,6,4,8,Yes,3,octa,medium,Single,4.0,15.0,29.7099609375,Touch,none,791.64,46494,1076.25,146.25
567,1269,0.8,118,1597,1920,665,18,5,5,Yes,2,dual,medium,Single,14.0,15.0,50.7685546875,LCD,none,793.58,3066240,960.0,253.8
568,1288,0.1,121,1177,1809,3129,17,6,2,No,2,dual,high,Dual,15.0,20.0,49.1826171875,LCD,none,663.75,2129193,753.75,644.0
569,1366,0.1,150,402,964,3501,13,11,3,Yes,4,dual,low,Dual,,9.0,34.126953125,LCD,none,1319.45,387528,219.0909090909091,455.3333333333333
570,1572,0.8,169,577,1237,3461,6,3,10,Yes,4,penta,low,Dual,7.0,8.0,8.3974609375,Touch,n,1097.94,713749,1030.8333333333333,157.2
571,1627,0.1,180,52,1082,3206,12,6,16,No,4,hexa,low,Dual,9.0,16.0,31.716796875,Touch,none,1344.02,56264,450.83333333333337,101.6875
572,1701,0.9,115,364,828,3717,11,0,10,Yes,4,dual,low,Single,13.0,15.0,45.41796875,Touch,none,1357.34,301392,inf,170.1
573,1900,0.9,171,934,1241,3917,15,5,18,Yes,4,single,low,Dual,,1.0,54.521484375,LCD,b,1474.89,1159094,620.5,105.55555555555556
574,1974,0.3,80,250,545,861,7,4,6,No,3,hepta,medium,Single,4.0,13.0,23.6728515625,LCD,b,549.71,136250,340.625,329.0
575,1197,0.1,129,214,1710,2885,19,7,14,Yes,3,penta,low,Dual,9.0,10.0,20.138671875,Touch,g,833.66,365940,610.7142857142857,85.5
576,587,0.7,170,612,1793,2777,9,2,14,Yes,3,single,high,Dual,4.0,16.0,6.30078125,Touch,none,765.24,1097316,2241.25,41.92857142857143
577,934,0.8,112,1111,1463,1017,12,7,9,No,2,penta,medium,Single,7.0,12.0,24.2314453125,LCD,b,654.44,1625393,522.5,103.77777777777777
578,1195,0.1,82,163,1100,980,13,9,17,No,4,quad,medium,Dual,1.0,9.0,22.7822265625,LCD,none,777.38,179300,305.55555555555554,70.29411764705883
579,1853,0.4,92,202,1951,2775,14,4,17,Yes,3,single,medium,Single,2.0,15.0,22.896484375,LCD,none,1196.57,394102,1219.375,109.0
580,1164,0.9,95,729,1704,3309,15,3,3,No,4,octa,medium,Single,4.0,18.0,19.146484375,LCD,a,874.6,1242216,1420.0,388.0
581,1512,0.1,88,1079,1897,3607,12,10,6,Yes,4,triple,low,Single,8.0,17.0,18.1484375,Touch,n,1074.35,2046863,474.25,252.0
582,1232,0.3,169,361,809,1257,16,10,16,No,4,penta,high,Dual,1.0,17.0,23.689453125,LCD,none,907.06,292049,202.25,77.0
583,1813,0.2,198,338,1306,759,9,3,14,Yes,4,triple,low,Dual,,8.0,5.376953125,Touch,none,784.29,441428,1088.3333333333333,129.5
584,946,0.1,166,1698,1771,3720,15,7,4,Yes,2,triple,high,Dual,17.0,20.0,5.01953125,Touch,none,720.11,3007158,632.5,236.5
585,739,0.1,88,1052,1536,475,7,6,6,Yes,4,triple,high,Dual,2.0,4.0,56.7529296875,LCD,a,639.0,1615872,640.0,123.16666666666667
586,704,0.2,80,1108,1509,1122,9,3,10,Yes,4,single,high,Single,8.0,10.0,28.546875,Touch,b,806.03,1671972,1257.5,70.4
587,1663,0.6,147,951,1545,1336,8,5,15,Yes,3,quad,low,Single,,15.0,39.5703125,LCD,none,840.38,1469295,772.5,110.86666666666666
588,1966,0.9,185,1197,1987,1185,11,2,20,Yes,2,octa,medium,Dual,2.0,18.0,39.5166015625,Touch,none,808.01,2378439,2483.75,98.3
589,1219,0.7,196,473,1022,705,11,3,6,No,2,penta,medium,Dual,,4.0,17.2236328125,Touch,b,406.4,483406,851.6666666666667,203.16666666666666
590,612,0.6,181,1294,1337,3169,14,9,6,Yes,2,penta,low,Single,6.0,12.0,35.0888671875,LCD,none,916.54,1730078,371.38888888888886,102.0
591,1658,0.7,182,410,522,3483,10,1,15,Yes,4,single,medium,Single,,5.0,38.60546875,LCD,a,984.36,214020,1305.0,110.53333333333333
592,1263,0.3,175,178,1883,1183,14,3,17,No,2,penta,low,Single,12.0,18.0,63.248046875,LCD,b,639.34,335174,1569.1666666666665,74.29411764705883
593,1395,0.6,118,782,1787,3373,11,2,16,Yes,4,triple,high,Single,,1.0,54.115234375,Touch,none,1382.07,1397434,2233.75,87.1875
594,621,0.1,151,434,910,2801,6,1,5,Yes,3,quad,high,Dual,,20.0,53.2265625,Touch,a,677.15,394940,2275.0,124.2
595,652,0.6,142,464,781,565,18,12,9,No,2,triple,low,Dual,1.0,2.0,56.93359375,LCD,a,440.42,362384,162.70833333333331,72.44444444444444
596,1175,0.1,145,137,1501,3153,9,4,12,No,3,dual,low,Single,10.0,12.0,24.9443359375,LCD,none,811.19,205637,938.125,97.91666666666667
597,561,0.1,163,492,1176,3421,16,2,5,Yes,3,octa,medium,Single,,10.0,11.2265625,Touch,a,790.31,578592,1470.0,112.2
598,1137,0.9,173,1250,1285,316,15,14,17,No,4,penta,medium,Single,6.0,7.0,3.6923828125,LCD,none,934.44,1606250,229.46428571428572,66.88235294117646
599,1835,0.1,193,385,583,448,18,17,14,Yes,4,hepta,high,Single,4.0,13.0,10.9599609375,LCD,none,629.71,224455,85.73529411764707,131.07142857142858
600,1170,0.4,169,427,684,2366,16,8,2,No,3,hexa,high,Dual,2.0,5.0,39.0224609375,Touch,a,826.61,292068,213.75,585.0
601,1595,0.7,85,1024,1838,3881,14,10,9,Yes,4,quad,low,Dual,,20.0,43.4326171875,LCD,b,1411.33,1882112,459.5,177.22222222222223
602,1719,0.3,122,240,904,462,6,3,5,Yes,2,octa,medium,Single,,7.0,12.7392578125,LCD,none,388.89,216960,753.3333333333333,343.8
603,1770,0.8,128,886,1552,1480,6,1,17,No,3,hepta,high,Dual,,6.0,7.1552734375,LCD,none,869.73,1375072,3880.0,104.11764705882354
604,1312,0.8,163,1233,1854,1087,17,16,14,No,4,dual,low,Dual,,,27.7841796875,LCD,none,1046.69,2285982,289.6875,93.71428571428571
605,1878,0.3,139,183,559,2711,8,2,3,No,4,penta,medium,Dual,5.0,13.0,55.712890625,Touch,g,1355.13,102297,698.75,626.0
606,1871,0.1,81,88,1682,2144,13,12,12,Yes,4,hepta,medium,Single,7.0,14.0,20.4052734375,Touch,b,686.94,148016,350.41666666666663,155.91666666666666
607,922,0.9,188,1016,1383,1165,19,6,4,No,4,hepta,medium,Dual,1.0,15.0,34.716796875,Touch,b,929.49,1405128,576.25,230.5
608,1975,0.9,128,80,655,2998,5,4,13,Yes,4,octa,medium,Single,6.0,11.0,15.560546875,Touch,none,1339.15,52400,409.375,151.92307692307693
609,1212,0.3,102,611,1715,2249,14,3,4,No,4,quad,high,Single,1.0,8.0,45.2578125,Touch,b,904.36,1047865,1429.1666666666665,303.0
610,1430,0.1,179,569,906,752,17,8,17,Yes,2,triple,low,Single,3.0,5.0,54.9833984375,LCD,b,578.87,515514,283.125,84.11764705882354
611,1958,0.2,190,304,637,1409,16,5,3,Yes,2,dual,medium,Dual,,3.0,4.0947265625,LCD,none,799.19,193648,318.5,652.6666666666666
612,1836,0.2,184,276,1230,3072,7,3,5,Yes,4,hepta,medium,Dual,,15.0,29.6103515625,Touch,none,906.63,339480,1025.0,367.2
613,557,0.5,125,1131,1315,1305,12,8,3,Yes,3,triple,medium,Single,,,23.9814453125,LCD,b,654.94,1487265,410.9375,185.66666666666666
614,539,0.1,145,551,599,3597,14,5,9,Yes,2,hepta,low,Dual,9.0,14.0,20.892578125,LCD,none,440.46,330049,299.5,59.888888888888886
615,880,0.5,172,436,1302,3132,8,7,6,No,2,octa,low,Dual,1.0,15.0,43.5732421875,Touch,a,685.08,567672,465.0,146.66666666666666
616,1369,0.5,162,553,727,3856,18,4,18,Yes,2,single,medium,Dual,6.0,7.0,33.666015625,Touch,n,805.31,402031,454.375,76.05555555555556
617,1109,0.4,98,1391,1787,1524,15,10,7,Yes,3,single,high,Dual,1.0,9.0,38.4814453125,Touch,n,1061.0,2485717,446.75,158.42857142857142
618,843,0.1,166,981,1096,3673,12,1,20,No,3,penta,medium,Dual,,6.0,16.0986328125,LCD,b,634.14,1075176,2740.0,42.15
619,598,0.7,196,680,1173,3293,8,4,7,No,3,dual,high,Dual,7.0,10.0,21.314453125,LCD,n,946.53,797640,733.125,85.42857142857143
620,972,1.0,126,687,816,3035,12,7,19,Yes,3,quad,high,Dual,1.0,2.0,5.71875,LCD,g,823.21,560592,291.42857142857144,51.1578947368421
621,1944,0.1,197,1060,1970,584,17,14,13,Yes,4,hexa,low,Single,5.0,18.0,35.412109375,Touch,none,957.63,2088200,351.78571428571433,149.53846153846155
622,1225,0.6,138,217,1101,2675,12,11,15,No,4,hepta,low,Dual,,1.0,2.2724609375,Touch,none,917.54,238917,250.22727272727275,81.66666666666667
623,644,0.5,114,1140,1654,2382,9,0,19,Yes,4,single,medium,Dual,7.0,16.0,29.58984375,LCD,a,839.65,1885560,inf,33.89473684210526
624,1919,0.8,150,304,1191,1391,19,13,12,No,4,quad,medium,Single,5.0,6.0,47.4619140625,LCD,g,868.45,362064,229.03846153846155,159.91666666666666
625,501,0.3,131,504,1089,2346,13,12,2,No,4,quad,high,Single,12.0,19.0,53.1689453125,LCD,a,794.99,548856,226.875,250.5
626,1620,0.2,185,832,1033,606,6,0,18,Yes,4,triple,medium,Dual,,3.0,29.8701171875,LCD,none,814.06,859456,inf,90.0
627,1227,0.2,130,935,1781,1324,7,3,12,Yes,2,triple,medium,Dual,,3.0,33.599609375,Touch,b,670.8,1665235,1484.1666666666665,102.25
628,1359,0.5,107,446,901,1076,16,8,4,Yes,4,hexa,low,Dual,1.0,3.0,57.275390625,Touch,n,827.11,401846,281.5625,339.75
629,1914,0.6,118,942,1701,643,17,1,8,No,3,octa,low,Single,1.0,2.0,35.3369140625,LCD,a,718.87,1602342,4252.5,239.25
630,1645,0.7,123,897,1308,783,10,8,20,Yes,3,hepta,medium,Single,1.0,2.0,21.490234375,LCD,none,712.2,1173276,408.75,82.25
631,1063,0.8,101,1208,1232,3809,17,16,5,Yes,4,penta,medium,Single,,2.0,25.9541015625,LCD,b,1358.36,1488256,192.5,212.6
632,946,0.2,154,159,630,2104,7,4,16,No,4,octa,medium,Single,,,19.6728515625,Touch,none,986.52,100170,393.75,59.125
633,1231,0.8,185,632,1184,1762,5,3,6,No,3,triple,medium,Dual,5.0,10.0,53.599609375,Touch,none,689.6,748288,986.6666666666667,205.16666666666666
634,1397,0.5,87,1308,1991,3137,12,1,11,No,3,hexa,high,Dual,13.0,18.0,9.1826171875,Touch,g,1353.54,2604228,4977.5,127.0
635,701,0.5,160,1002,1256,1756,6,3,17,Yes,3,triple,low,Single,7.0,11.0,15.23828125,Touch,a,914.87,1258512,1046.6666666666667,41.23529411764706
636,570,0.3,111,1331,1917,3663,14,10,14,Yes,2,hepta,low,Dual,2.0,5.0,9.4892578125,LCD,none,1084.7,2551527,479.25,40.714285714285715
637,1993,0.3,147,150,510,2437,14,0,9,Yes,4,octa,low,Single,10.0,11.0,26.765625,LCD,none,1110.57,76500,inf,221.44444444444446
638,955,0.9,143,1248,1511,1432,12,9,9,No,3,penta,low,Dual,4.0,8.0,42.6181640625,Touch,n,795.72,1885728,419.72222222222223,106.11111111111111
639,924,0.3,167,108,1813,1620,17,15,12,No,4,octa,low,Dual,,6.0,46.572265625,LCD,none,748.59,195804,302.16666666666663,77.0
640,600,0.8,112,320,747,1655,18,0,9,No,2,penta,low,Single,,2.0,13.76171875,LCD,none,621.08,239040,inf,66.66666666666667
641,518,0.1,178,437,1947,2832,5,0,8,No,3,hepta,low,Dual,,1.0,3.4521484375,LCD,a,838.54,850839,inf,64.75
642,1063,0.9,95,295,935,961,16,6,5,Yes,4,hexa,high,Single,,10.0,30.6865234375,Touch,none,664.66,275825,389.58333333333337,212.6
643,920,0.8,149,1058,1421,2608,6,0,2,Yes,2,triple,low,Single,2.0,3.0,45.3896484375,LCD,g,699.29,1503418,inf,460.0
644,1715,0.1,171,79,1652,514,7,4,13,No,4,penta,medium,Single,4.0,6.0,3.296875,LCD,none,760.94,130508,1032.5,131.92307692307693
645,1841,0.6,167,593,672,2304,7,1,18,Yes,2,octa,medium,Dual,6.0,8.0,13.7744140625,LCD,n,800.13,398496,1680.0,102.27777777777777
646,543,0.7,132,693,1031,933,14,0,5,Yes,4,penta,low,Dual,4.0,7.0,59.2265625,Touch,none,665.93,714483,inf,108.6
647,1762,0.9,189,300,527,1896,14,10,20,Yes,4,single,high,Dual,13.0,14.0,25.0322265625,Touch,n,1075.6,158100,131.75,88.1
648,1112,0.6,121,234,739,3655,7,3,20,Yes,3,quad,low,Dual,1.0,16.0,52.3544921875,Touch,none,1017.91,172926,615.8333333333334,55.6
649,709,0.1,136,1545,1596,1973,12,9,16,Yes,2,single,medium,Dual,,,34.611328125,Touch,a,821.46,2465820,443.33333333333337,44.3125
650,1315,0.8,128,59,575,3278,6,3,13,Yes,2,hepta,high,Single,7.0,16.0,62.73828125,LCD,none,770.69,33925,479.16666666666663,101.15384615384616
651,1762,0.3,107,1103,1364,2183,8,3,11,Yes,4,octa,high,Single,10.0,11.0,15.099609375,Touch,none,1175.51,1504492,1136.6666666666667,160.1818181818182
652,1462,0.2,182,91,1478,824,15,5,13,Yes,3,hepta,medium,Dual,1.0,18.0,24.4873046875,LCD,a,748.01,134498,739.0,112.46153846153847
653,571,0.2,186,177,1282,2598,13,5,8,No,3,hepta,medium,Dual,8.0,20.0,34.72265625,Touch,none,762.12,226914,641.0,71.375
654,666,0.4,81,58,1353,1254,15,9,9,Yes,4,triple,low,Dual,7.0,13.0,53.099609375,Touch,b,586.29,78474,375.83333333333337,74.0
655,1994,0.5,146,447,1435,3622,7,0,20,No,4,octa,medium,Dual,2.0,7.0,7.2509765625,LCD,a,1416.22,641445,inf,99.7
656,1583,0.7,148,942,1651,1704,17,13,2,Yes,3,hepta,medium,Dual,11.0,16.0,13.98828125,LCD,b,806.67,1555242,317.5,791.5
657,1778,1.0,132,88,516,1624,15,13,9,No,4,quad,medium,Dual,3.0,17.0,44.2509765625,Touch,none,860.29,45408,99.23076923076923,197.55555555555554
658,1926,0.2,179,371,1000,3809,17,12,17,Yes,4,hexa,medium,Single,13.0,17.0,49.6904296875,Touch,none,1365.45,371000,208.33333333333331,113.29411764705883
659,966,0.2,117,1446,1754,2574,10,1,5,Yes,4,quad,low,Single,9.0,10.0,49.0322265625,LCD,g,1386.91,2536284,4385.0,193.2
660,568,0.3,179,181,1703,950,17,9,9,No,3,triple,medium,Single,1.0,4.0,35.2783203125,LCD,none,587.36,308243,473.05555555555554,63.111111111111114
661,1897,0.5,192,1311,1935,273,17,6,3,No,4,octa,high,Single,1.0,2.0,20.4833984375,Touch,b,848.44,2536785,806.25,632.3333333333334
662,1695,0.7,200,1791,1898,446,16,13,15,No,4,triple,low,Dual,6.0,9.0,45.9345703125,Touch,n,1020.87,3399318,365.0,113.0
663,1623,0.9,120,1568,1832,1510,12,10,17,Yes,4,hepta,medium,Single,6.0,12.0,60.0146484375,Touch,none,1047.7,2872576,458.0,95.47058823529412
664,914,0.7,147,706,721,1122,12,9,2,Yes,4,quad,low,Single,,,26.00390625,Touch,n,813.38,509026,200.27777777777777,457.0
665,1721,0.5,128,871,1048,707,19,2,5,Yes,4,quad,low,Dual,4.0,5.0,32.8330078125,Touch,n,834.6,912808,1310.0,344.2
666,890,0.5,198,1074,1873,751,7,3,3,Yes,2,octa,medium,Dual,4.0,13.0,43.4208984375,LCD,none,628.92,2011602,1560.8333333333335,296.6666666666667
667,600,0.8,191,501,1465,3393,12,7,8,No,3,triple,low,Single,1.0,7.0,47.1884765625,LCD,none,1054.22,733965,523.2142857142857,75.0
668,1677,0.7,124,271,1477,3771,15,6,12,No,3,hexa,medium,Dual,4.0,8.0,10.6318359375,LCD,none,889.73,400267,615.4166666666666,139.75
669,723,0.2,168,920,1748,1851,15,3,16,No,4,quad,low,Single,,3.0,3.4736328125,LCD,none,1047.44,1608160,1456.6666666666665,45.1875
670,638,0.5,102,1171,1383,2735,7,2,9,No,3,quad,medium,Dual,11.0,17.0,27.3232421875,Touch,none,1159.27,1619493,1728.75,70.88888888888889
671,852,0.7,104,293,1159,2253,17,4,7,No,4,hepta,medium,Dual,4.0,13.0,61.06640625,Touch,none,901.12,339587,724.375,121.71428571428571
672,1979,0.2,165,833,1630,452,13,6,14,Yes,2,hepta,medium,Dual,,1.0,31.5869140625,Touch,none,912.94,1357790,679.1666666666667,141.35714285714286
673,710,0.8,151,485,857,1419,12,11,18,Yes,2,penta,low,Single,6.0,9.0,31.6455078125,Touch,none,715.98,415645,194.77272727272725,39.44444444444444
674,1034,0.3,190,182,1293,969,15,1,7,No,4,triple,high,Dual,2.0,4.0,44.783203125,LCD,none,644.5,235326,3232.5,147.71428571428572
675,600,0.1,145,207,1162,3441,19,1,5,No,4,single,high,Dual,8.0,11.0,22.1318359375,LCD,none,863.81,240534,2905.0,120.0
676,1027,0.9,103,1698,1747,3786,17,12,12,No,4,dual,low,Single,2.0,7.0,62.9912109375,LCD,none,1397.63,2966406,363.95833333333337,85.58333333333333
677,1260,1.0,106,165,736,2710,13,1,8,No,4,hexa,low,Single,5.0,6.0,13.08984375,Touch,none,994.11,121440,1840.0,157.5
678,1793,0.5,169,1086,1418,3533,16,14,15,No,3,hexa,medium,Dual,10.0,17.0,11.947265625,Touch,n,1081.03,1539948,253.21428571428572,119.53333333333333
679,675,0.9,144,192,757,1735,7,0,13,No,3,penta,high,Single,10.0,15.0,59.1396484375,LCD,b,548.28,145344,inf,51.92307692307692
680,658,0.9,103,1156,1750,3587,14,11,20,Yes,4,hepta,high,Single,,3.0,12.1591796875,LCD,none,913.9,2023000,397.72727272727275,32.9
681,1694,0.3,102,377,549,2298,17,5,2,Yes,4,hepta,low,Single,,7.0,33.361328125,Touch,none,1247.94,206973,274.5,847.0
682,804,0.9,89,709,818,2027,11,5,11,Yes,4,single,low,Dual,12.0,13.0,40.7861328125,LCD,none,788.5,579962,409.0,73.0909090909091
683,1713,0.9,127,729,974,2406,13,10,20,No,3,hepta,high,Dual,1.0,3.0,27.0517578125,LCD,g,1055.19,710046,243.5,85.65
684,706,0.1,108,543,938,2419,8,7,4,No,4,triple,low,Single,13.0,19.0,30.4404296875,LCD,n,950.03,509334,335.0,176.5
685,1362,0.8,131,553,1505,995,7,6,18,No,2,hepta,low,Single,3.0,9.0,24.9765625,Touch,a,562.37,832265,627.0833333333334,75.66666666666667
686,1527,0.1,154,526,1116,2078,5,3,11,No,4,penta,high,Single,10.0,14.0,58.83984375,Touch,n,986.44,587016,930.0,138.8181818181818
687,768,0.9,159,637,991,1145,19,1,7,No,2,dual,low,Dual,,1.0,18.6259765625,LCD,b,537.97,631267,2477.5,109.71428571428571
688,1314,0.1,155,113,577,626,10,4,4,No,4,quad,high,Dual,8.0,12.0,40.7138671875,Touch,b,722.15,65201,360.625,328.5
689,705,0.9,155,1114,1374,1509,15,11,18,Yes,4,hexa,low,Single,5.0,9.0,56.3720703125,Touch,b,752.35,1530636,312.27272727272725,39.166666666666664
690,1403,0.1,164,461,1251,3371,13,9,9,No,4,penta,high,Single,2.0,3.0,26.0810546875,LCD,n,1187.67,576711,347.5,155.88888888888889
691,1486,0.1,85,1430,1747,297,13,1,15,No,2,quad,high,Single,7.0,15.0,51.3486328125,Touch,none,495.27,2498210,4367.5,99.06666666666666
692,781,0.4,198,304,1674,3508,13,8,5,No,2,penta,medium,Single,2.0,7.0,37.7158203125,LCD,g,993.9,508896,523.125,156.2
693,986,0.8,183,471,800,2385,16,9,19,Yes,4,octa,medium,Single,1.0,3.0,22.888671875,LCD,none,1127.17,376800,222.22222222222223,51.89473684210526
694,1310,0.4,105,806,1016,1301,13,12,19,No,2,single,medium,Single,,14.0,32.4140625,LCD,b,662.32,818896,211.66666666666669,68.94736842105263
695,560,0.3,81,80,1327,2167,11,10,7,Yes,4,triple,medium,Dual,6.0,12.0,55.880859375,LCD,b,651.88,106160,331.75,80.0
696,1348,0.4,116,204,501,3914,10,3,8,No,3,penta,medium,Single,,6.0,42.3291015625,LCD,a,1395.91,102204,417.5,168.5
697,1567,0.5,119,545,1621,2312,9,1,18,No,3,hexa,low,Dual,3.0,6.0,22.203125,LCD,none,765.8,883445,4052.5,87.05555555555556
698,1940,0.7,93,112,858,2297,14,6,8,Yes,2,penta,low,Dual,4.0,7.0,17.5576171875,Touch,none,770.3,96096,357.5,242.5
699,1979,1.0,176,1331,1532,411,8,2,2,Yes,4,triple,high,Dual,,9.0,19.158203125,Touch,n,1120.88,2039092,1915.0,989.5
700,561,0.1,193,1055,1294,665,10,0,4,Yes,4,triple,medium,Dual,7.0,13.0,1.908203125,Touch,none,638.4,1365170,inf,140.25
701,1717,0.7,130,609,810,3226,6,4,5,Yes,2,single,medium,Single,1.0,3.0,60.9716796875,Touch,none,1000.46,493290,506.25,343.4
702,535,0.7,113,290,811,740,11,10,18,No,4,single,medium,Single,1.0,4.0,47.4501953125,Touch,none,551.9,235190,202.75,29.72222222222222
703,1413,0.1,185,1039,1318,3878,19,16,4,No,4,penta,low,Dual,4.0,12.0,38.68359375,LCD,none,1067.2,1369402,205.9375,353.25
704,1358,0.6,135,1485,1655,3406,5,1,11,No,2,hepta,high,Dual,,,19.8447265625,LCD,n,1017.32,2457675,4137.5,123.45454545454545
705,1519,0.7,112,1122,1702,2440,9,5,10,No,3,hepta,high,Single,2.0,8.0,29.623046875,Touch,g,947.39,1909644,851.0,151.9
706,1254,0.7,108,462,1013,3959,10,4,17,No,3,penta,medium,Dual,2.0,6.0,49.2412109375,Touch,none,1091.68,468006,633.125,73.76470588235294
707,1591,0.4,154,1384,1883,3703,17,6,20,Yes,4,hexa,medium,Single,3.0,7.0,48.6181640625,Touch,none,1174.41,2606072,784.5833333333333,79.55
708,977,0.6,165,1502,1862,3714,19,3,10,Yes,2,dual,high,Dual,2.0,15.0,34.947265625,Touch,g,757.52,2796724,1551.6666666666665,97.7
709,1640,0.8,169,589,1301,337,16,3,5,Yes,4,hepta,low,Single,10.0,14.0,20.7255859375,Touch,none,786.58,766289,1084.1666666666667,328.0
710,663,0.6,183,82,1605,3176,6,2,2,No,3,dual,low,Dual,,1.0,25.0595703125,LCD,b,631.59,131610,2006.25,331.5
711,1744,0.5,112,68,718,1205,18,7,14,Yes,4,octa,medium,Single,1.0,3.0,19.67578125,LCD,none,975.77,48824,256.42857142857144,124.57142857142857
712,1624,0.4,150,689,699,2473,16,11,2,No,3,dual,medium,Dual,8.0,10.0,27.630859375,LCD,none,950.98,481611,158.86363636363637,812.0
713,1108,0.3,169,208,1742,1229,5,3,4,Yes,4,hepta,medium,Dual,14.0,20.0,2.802734375,Touch,none,837.38,362336,1451.6666666666665,277.0
714,1188,0.6,114,1339,1558,2896,12,11,16,Yes,4,dual,medium,Dual,,,9.0966796875,LCD,a,1241.98,2086162,354.09090909090907,74.25
715,817,0.5,144,722,766,2039,11,6,19,No,2,triple,medium,Single,,11.0,11.41015625,Touch,none,586.55,553052,319.1666666666667,43.0
716,863,0.7,133,717,1799,520,10,2,18,No,4,quad,medium,Dual,5.0,13.0,6.3837890625,LCD,b,690.55,1289883,2248.75,47.94444444444444
717,1397,0.2,121,433,1658,1378,18,15,4,No,4,triple,high,Dual,5.0,15.0,3.599609375,Touch,a,929.56,717914,276.3333333333333,349.25
718,1108,0.7,140,1298,1666,3254,12,0,16,No,3,penta,medium,Single,3.0,12.0,48.39453125,LCD,none,949.05,2162468,inf,69.25
719,1068,0.9,184,186,1998,1803,5,4,7,No,4,hepta,medium,Dual,1.0,13.0,36.4736328125,LCD,none,874.08,371628,1248.75,152.57142857142858
720,1702,0.5,145,1397,1491,2501,16,12,4,Yes,4,dual,high,Single,12.0,15.0,50.9287109375,LCD,none,1086.0,2082927,310.625,425.5
721,808,0.1,192,618,1891,3762,15,9,12,No,3,quad,low,Dual,,1.0,8.369140625,LCD,a,1182.6,1168638,525.2777777777778,67.33333333333333
722,1156,0.1,89,1214,1262,1796,16,6,13,No,2,hepta,low,Single,6.0,9.0,60.1337890625,Touch,a,502.6,1532068,525.8333333333334,88.92307692307692
723,1271,0.1,159,613,650,990,14,11,6,No,2,octa,low,Dual,2.0,3.0,53.130859375,Touch,b,585.4,398450,147.72727272727275,211.83333333333334
