id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_W,call_ratio
387,560,1.0,146,356,1903,2360,17,16,18,No,2,octa,low,Single,14.0,15.0,22.9169921875,Touch,a,507,677468,46.8257874015748,31.11111111111111
388,1117,0.6,144,798,817,2895,7,6,16,No,3,hepta,low,Single,1.0,8.0,12.240234375,Touch,none,952,651966,53.60892388451443,69.8125
389,1712,0.5,137,747,1126,3652,16,1,19,No,3,hepta,medium,Single,1.0,12.0,62.31640625,LCD,none,1047,841122,443.3070866141732,90.10526315789474
390,1836,0.1,134,408,1139,3097,5,0,18,Yes,2,hexa,medium,Dual,3.0,16.0,25.6650390625,Touch,none,986,464712,inf,102.0
391,1036,0.2,119,373,926,2101,10,7,2,Yes,2,hepta,high,Single,0.0,3.0,38.5859375,Touch,none,636,345398,52.08098987626546,518.0
392,1860,0.6,162,1362,1506,3918,9,2,8,Yes,2,quad,high,Single,15.0,16.0,22.794921875,Touch,none,1089,2051172,296.45669291338584,232.5
393,1375,0.9,145,475,726,3869,19,18,10,Yes,4,hepta,medium,Single,3.0,19.0,9.384765625,Touch,g,1326,344850,15.879265091863518,137.5
394,1945,0.3,195,743,1753,732,14,1,14,No,4,quad,medium,Dual,0.0,1.0,55.9716796875,Touch,none,736,1302479,690.1574803149606,138.92857142857142
395,1896,0.4,141,447,794,3684,9,7,18,No,4,dual,low,Dual,8.0,13.0,7.3681640625,LCD,none,1476,354918,44.65691788526434,105.33333333333333
396,788,0.9,91,42,1161,3969,12,8,6,No,4,octa,high,Dual,4.0,12.0,56.029296875,Touch,n,1020,48762,57.13582677165354,131.33333333333334
397,880,0.7,173,30,1350,1414,12,1,7,Yes,3,dual,medium,Dual,0.0,2.0,32.669921875,Touch,none,600,40500,531.496062992126,125.71428571428571
398,1323,0.2,131,162,619,1892,10,0,15,Yes,4,quad,high,Dual,10.0,12.0,27.9306640625,Touch,a,905,100278,inf,88.2
399,1868,0.2,169,347,660,3131,8,3,7,No,4,single,medium,Dual,0.0,4.0,41.2744140625,Touch,g,992,229020,86.61417322834646,266.85714285714283
400,1266,0.2,184,346,1468,2532,10,5,4,No,4,triple,medium,Dual,0.0,12.0,7.076171875,Touch,n,1156,507928,115.59055118110237,316.5
401,1042,0.8,93,727,1705,3215,18,0,20,No,4,hepta,high,Dual,16.0,18.0,48.9482421875,Touch,a,919,1239535,inf,52.1
402,1479,0.6,156,180,1476,3323,13,12,6,No,3,triple,low,Single,8.0,10.0,19.0380859375,LCD,n,1251,265680,48.425196850393704,246.5
403,1476,0.1,171,1641,1666,1529,13,8,3,Yes,4,quad,medium,Dual,0.0,5.0,53.708984375,LCD,g,1155,2733906,81.98818897637796,492.0
404,1552,0.2,123,269,1026,2403,9,2,9,Yes,4,hexa,medium,Single,6.0,9.0,13.2119140625,Touch,a,1120,275994,201.96850393700788,172.44444444444446
405,1454,0.7,83,250,1033,3419,7,5,5,Yes,3,quad,low,Dual,1.0,3.0,33.5869140625,Touch,none,963,258250,81.33858267716535,290.8
406,1007,0.1,95,1186,1529,3648,9,0,16,No,2,penta,medium,Single,0.0,2.0,44.142578125,LCD,none,766,1813394,inf,62.9375
407,652,0.7,173,77,559,1974,12,10,12,Yes,4,penta,high,Dual,9.0,11.0,17.1474609375,LCD,none,770,43043,22.00787401574803,54.333333333333336
408,1504,0.7,142,507,973,2806,7,2,7,No,4,octa,medium,Single,12.0,15.0,33.763671875,LCD,b,1146,493311,191.53543307086613,214.85714285714286
409,1726,0.6,193,379,1223,2239,13,9,13,Yes,3,quad,low,Dual,2.0,3.0,50.1181640625,LCD,g,1178,463517,53.499562554680665,132.76923076923077
410,1029,0.2,171,264,956,582,15,7,4,Yes,4,penta,medium,Dual,5.0,8.0,4.8642578125,Touch,a,634,252384,53.76827896512936,257.25
411,1582,0.5,112,1486,1797,3890,17,10,10,No,4,hexa,high,Single,2.0,13.0,43.6904296875,Touch,g,1414,2670342,70.74803149606299,158.2
412,1478,0.7,99,694,882,1141,5,2,6,Yes,2,penta,low,Dual,12.0,17.0,47.6689453125,LCD,b,531,612108,173.6220472440945,246.33333333333334
413,1178,0.6,101,579,596,2511,6,3,17,Yes,2,penta,medium,Single,0.0,0.0,48.470703125,LCD,none,581,345084,78.21522309711285,69.29411764705883
414,707,0.8,131,495,574,3838,9,2,7,No,3,triple,medium,Dual,2.0,17.0,24.916015625,LCD,a,996,284130,112.99212598425197,101.0
415,755,0.3,186,315,990,2734,10,1,16,Yes,4,quad,high,Single,5.0,12.0,50.275390625,LCD,b,711,311850,389.76377952755905,47.1875
416,912,0.3,161,329,1053,2330,19,5,20,Yes,2,octa,medium,Single,1.0,5.0,53.1318359375,Touch,none,884,346437,82.91338582677164,45.6
417,651,0.2,176,548,858,2244,14,9,19,Yes,4,penta,low,Dual,2.0,4.0,62.2294921875,Touch,none,828,470184,37.53280839895013,34.26315789473684
418,1483,0.2,176,531,758,1851,15,13,2,No,4,hepta,medium,Single,1.0,2.0,53.2763671875,Touch,none,799,402498,22.955784373107207,741.5
419,914,0.8,100,191,1495,808,11,7,5,Yes,3,dual,low,Single,2.0,12.0,4.5,Touch,none,598,285545,84.08323959505063,182.8
420,1456,0.4,105,823,1104,1587,6,5,20,Yes,3,penta,low,Dual,7.0,12.0,7.4326171875,LCD,b,584,908592,86.92913385826772,72.8
421,1178,0.3,84,96,1352,2492,16,14,10,No,3,triple,medium,Dual,6.0,17.0,55.91796875,Touch,none,841,129792,38.02024746906636,117.8
422,1503,0.2,166,841,1304,2122,15,1,2,Yes,4,quad,low,Single,10.0,14.0,42.1279296875,LCD,none,1009,1096664,513.3858267716536,751.5
423,1681,0.4,158,195,1205,1122,12,6,16,Yes,2,dual,high,Single,2.0,13.0,11.2578125,Touch,b,452,234975,79.06824146981627,105.0625
424,715,0.1,160,21,562,3709,14,2,10,No,2,quad,high,Dual,4.0,6.0,46.9853515625,LCD,none,713,11802,110.62992125984252,71.5
425,1876,0.4,182,235,585,3021,12,2,18,No,4,triple,high,Dual,3.0,4.0,55.21875,LCD,none,703,137475,115.15748031496062,104.22222222222223
426,1190,0.3,186,1417,1441,624,9,3,19,Yes,3,hexa,medium,Dual,9.0,10.0,46.2685546875,Touch,b,577,2041897,189.10761154855643,62.63157894736842
427,1755,0.1,134,286,1075,3937,8,1,7,Yes,4,hepta,medium,Single,0.0,2.0,23.3388671875,LCD,a,1360,307450,423.2283464566929,250.71428571428572
428,1197,0.5,149,649,1629,1797,19,5,4,No,4,hexa,medium,Single,3.0,7.0,20.27734375,Touch,b,1089,1057221,128.26771653543307,299.25
429,1048,0.8,194,966,1975,1458,5,1,15,Yes,4,dual,low,Single,10.0,19.0,27.966796875,LCD,g,975,1907850,777.5590551181102,69.86666666666666
430,1887,0.2,126,1172,1798,3348,18,16,16,Yes,4,octa,high,Dual,6.0,7.0,16.8974609375,Touch,none,1217,2107256,44.24212598425197,117.9375
431,1772,0.7,116,270,545,1834,5,2,20,Yes,2,octa,low,Dual,3.0,15.0,62.8232421875,Touch,g,744,147150,107.28346456692913,88.6
432,1421,0.4,165,781,1657,2775,13,8,14,No,4,single,high,Single,0.0,2.0,55.685546875,LCD,b,1098,1294117,81.54527559055119,101.5
433,1464,0.7,153,418,1341,1277,13,6,19,No,4,hexa,low,Dual,0.0,8.0,16.8974609375,LCD,none,899,560538,87.99212598425197,77.05263157894737
434,728,0.8,111,126,817,457,17,10,16,No,3,quad,high,Dual,4.0,5.0,22.6767578125,Touch,b,525,102942,32.16535433070866,45.5
435,954,0.3,134,228,1058,438,17,0,2,Yes,3,dual,low,Single,0.0,11.0,49.162109375,LCD,none,607,241224,inf,477.0
436,685,0.8,82,1091,1203,3210,15,7,2,No,4,hepta,low,Dual,8.0,15.0,13.275390625,Touch,a,966,1312473,67.66029246344208,342.5
437,1472,0.5,130,1452,1744,985,12,11,7,No,3,hexa,high,Dual,1.0,10.0,35.9443359375,Touch,none,853,2532288,62.419470293486036,210.28571428571428
438,853,0.6,200,674,740,3701,15,8,8,Yes,4,dual,medium,Single,10.0,16.0,3.8916015625,Touch,none,1034,498760,36.41732283464567,106.625
439,1469,0.7,123,398,1133,1052,8,1,3,No,2,hepta,medium,Single,0.0,0.0,8.158203125,Touch,none,642,450934,446.06299212598424,489.6666666666667
440,1310,0.9,135,449,889,1175,16,0,8,Yes,2,octa,high,Dual,6.0,9.0,56.4833984375,LCD,none,558,399161,inf,163.75
441,1654,0.3,146,1184,1719,1070,8,1,14,No,3,hepta,medium,Single,1.0,2.0,11.369140625,Touch,g,883,2035296,676.771653543307,118.14285714285714
442,902,0.3,134,675,1285,3411,12,11,15,Yes,2,hepta,low,Single,3.0,9.0,4.0419921875,LCD,b,626,867375,45.99141016463851,60.13333333333333
443,1448,1.0,156,1792,1850,1175,12,9,6,No,2,triple,medium,Dual,13.0,16.0,25.951171875,Touch,none,824,3315200,80.92738407699036,241.33333333333334
444,1631,0.1,198,177,1905,301,13,5,13,No,4,hepta,low,Dual,2.0,12.0,3.1328125,LCD,none,775,337185,150.0,125.46153846153847
445,1608,0.4,183,1013,1158,489,15,11,8,No,2,dual,medium,Dual,7.0,13.0,27.9580078125,LCD,a,637,1173054,41.44595561918396,201.0
446,1991,0.9,145,1058,1325,1733,5,3,8,Yes,4,dual,high,Single,5.0,13.0,63.0185546875,Touch,none,1080,1401850,173.88451443569554,248.875
447,1349,0.3,114,592,772,2756,11,3,4,No,3,penta,medium,Dual,15.0,16.0,61.1484375,LCD,none,758,457024,101.31233595800524,337.25
448,1589,0.8,195,810,1743,2612,8,2,16,No,4,single,high,Single,5.0,18.0,50.6728515625,LCD,none,1160,1411830,343.1102362204724,99.3125
449,1844,0.7,158,533,882,1724,5,1,14,Yes,2,octa,high,Dual,1.0,3.0,50.6865234375,Touch,g,789,470106,347.244094488189,131.71428571428572
450,712,0.2,84,558,1208,2190,16,12,4,Yes,4,dual,low,Dual,3.0,10.0,34.3642578125,Touch,a,676,674064,39.63254593175853,178.0
451,972,0.7,107,681,1050,1900,16,8,19,Yes,4,triple,medium,Single,0.0,4.0,53.51171875,LCD,b,912,715050,51.67322834645669,51.1578947368421
452,1406,0.8,98,1017,1366,3915,9,8,2,No,4,triple,low,Dual,2.0,5.0,33.4951171875,LCD,a,1468,1389222,67.2244094488189,703.0
453,1289,1.0,178,765,899,1043,6,2,11,No,4,hexa,low,Single,10.0,12.0,24.8994140625,Touch,none,663,687735,176.96850393700788,117.18181818181819
454,932,0.7,154,1176,1224,3817,8,7,9,No,3,hepta,medium,Single,1.0,2.0,63.1357421875,Touch,g,1013,1439424,68.8413948256468,103.55555555555556
455,1747,0.7,94,947,1131,2362,17,2,19,Yes,4,triple,low,Single,6.0,19.0,47.6396484375,Touch,none,989,1071057,222.63779527559055,91.94736842105263
456,1172,0.1,95,1314,1884,1107,7,3,5,Yes,2,triple,medium,Dual,4.0,7.0,40.8525390625,LCD,none,721,2475576,247.24409448818898,234.4
457,1128,0.4,84,609,1370,2982,14,9,12,Yes,3,penta,medium,Single,12.0,14.0,52.4169921875,Touch,none,950,834330,59.93000874890639,94.0
458,664,0.9,106,754,1497,2042,17,15,19,No,3,penta,medium,Dual,0.0,5.0,27.9462890625,Touch,none,694,1128738,39.29133858267716,34.94736842105263
459,513,0.1,186,619,867,1343,5,1,9,Yes,4,quad,low,Single,6.0,12.0,43.373046875,Touch,none,660,536673,341.33858267716533,57.0
460,1742,0.4,170,453,681,2610,12,3,10,No,4,hepta,high,Dual,9.0,12.0,42.0517578125,LCD,n,1022,308493,89.37007874015748,174.2
461,1512,0.7,162,205,884,2335,15,7,7,Yes,3,hepta,medium,Single,12.0,17.0,6.66796875,Touch,a,922,181220,49.71878515185602,216.0
462,1986,0.1,165,282,1358,1614,17,12,3,No,4,octa,low,Dual,3.0,20.0,50.5244140625,Touch,g,899,382956,44.55380577427822,662.0
463,965,1.0,109,130,998,1138,9,8,10,Yes,2,dual,medium,Dual,5.0,14.0,12.8642578125,Touch,none,426,129740,49.11417322834646,96.5
464,1067,0.6,122,494,1989,604,16,14,11,Yes,4,octa,high,Dual,3.0,15.0,39.9580078125,LCD,none,746,982566,55.93363329583802,97.0
465,1583,0.8,118,275,862,3652,14,10,9,Yes,4,triple,medium,Single,5.0,10.0,41.4375,LCD,none,1025,237050,33.93700787401575,175.88888888888889
466,1653,0.9,176,447,1785,3955,19,4,18,No,4,quad,low,Dual,2.0,6.0,36.4296875,Touch,a,968,797895,175.68897637795274,91.83333333333333
467,1433,0.7,133,281,799,258,11,9,4,No,3,octa,medium,Single,7.0,11.0,4.8876953125,Touch,a,651,224519,34.95188101487314,358.25
468,765,0.1,153,6,793,1066,11,1,16,No,4,hepta,high,Single,0.0,0.0,18.267578125,Touch,none,812,4758,312.20472440944883,47.8125
469,1845,0.3,96,292,695,1731,9,5,6,Yes,2,single,low,Dual,10.0,12.0,60.1005859375,LCD,none,930,202940,54.724409448818896,307.5
470,752,0.7,87,164,728,3860,7,5,16,No,2,hepta,low,Dual,1.0,13.0,47.0244140625,LCD,none,629,119392,57.32283464566929,47.0
471,1948,0.1,100,631,1940,3630,9,7,17,No,2,penta,high,Dual,8.0,10.0,16.2529296875,Touch,none,1194,1224140,109.11136107986502,114.58823529411765
472,1077,1.0,174,897,1304,1965,6,2,6,No,4,triple,high,Dual,0.0,4.0,44.6904296875,Touch,none,902,1169688,256.6929133858268,179.5
473,932,0.7,104,268,1078,1459,6,1,19,Yes,4,quad,low,Single,1.0,2.0,58.958984375,Touch,none,837,288904,424.40944881889766,49.05263157894737
474,1968,0.8,115,861,1259,2323,9,8,7,No,2,triple,low,Single,0.0,7.0,22.083984375,LCD,a,1099,1083999,61.95866141732284,281.14285714285717
475,1122,0.6,120,331,790,3291,11,2,13,No,3,quad,medium,Single,9.0,14.0,2.5185546875,Touch,n,1021,261490,155.51181102362204,86.3076923076923
476,1588,0.8,159,1064,1594,3272,18,0,17,No,4,single,low,Single,0.0,13.0,59.9091796875,Touch,none,826,1696016,inf,93.41176470588235
477,601,0.3,101,509,548,918,9,1,12,No,2,quad,medium,Single,4.0,18.0,25.8896484375,LCD,none,389,278932,215.748031496063,50.083333333333336
478,1615,0.1,132,622,1256,3488,16,2,3,No,2,quad,low,Single,14.0,16.0,14.7861328125,LCD,g,1140,781232,247.24409448818898,538.3333333333334
479,1589,0.1,128,957,1911,3961,16,14,14,Yes,3,quad,medium,Dual,2.0,4.0,57.205078125,LCD,n,1284,1828827,53.74015748031496,113.5
480,1417,0.9,114,494,1649,590,11,3,6,Yes,4,hexa,high,Single,2.0,4.0,55.33984375,LCD,a,647,814606,216.4041994750656,236.16666666666666
481,1697,0.1,95,236,1264,3701,15,9,8,Yes,4,single,low,Single,1.0,3.0,33.736328125,Touch,none,974,298304,55.29308836395451,212.125
482,1330,0.3,83,980,1262,463,14,6,11,Yes,2,penta,medium,Dual,14.0,17.0,3.3330078125,LCD,b,585,1236760,82.80839895013123,120.9090909090909
483,1476,0.7,148,1789,1972,3644,15,10,6,No,4,dual,low,Single,0.0,2.0,42.4765625,LCD,a,1285,3527908,77.63779527559055,246.0
484,1579,0.2,142,831,1484,1713,16,4,10,Yes,3,hexa,medium,Single,0.0,18.0,26.5966796875,Touch,a,879,1233204,146.06299212598424,157.9
485,1277,0.3,200,902,1090,429,9,4,14,No,4,quad,high,Single,0.0,3.0,40.2548828125,Touch,a,783,983180,107.28346456692913,91.21428571428571
486,1089,0.7,145,636,1259,2765,13,12,10,Yes,4,penta,low,Dual,12.0,15.0,2.564453125,LCD,a,740,800724,41.305774278215225,108.9
487,1663,0.3,169,831,1439,2084,7,1,18,Yes,4,quad,high,Dual,13.0,14.0,27.2353515625,LCD,none,1276,1195809,566.5354330708661,92.38888888888889
488,1949,0.8,186,518,592,1125,17,10,9,No,2,penta,medium,Single,0.0,4.0,20.0751953125,LCD,none,793,306656,23.30708661417323,216.55555555555554
489,1138,0.6,109,233,1777,2048,6,0,18,No,4,triple,medium,Single,5.0,14.0,47.6865234375,Touch,b,661,414041,inf,63.22222222222222
490,685,0.3,174,725,870,1223,8,0,18,No,3,hexa,high,Single,7.0,20.0,17.337890625,LCD,g,734,630750,inf,38.05555555555556
491,1889,1.0,132,170,1106,3672,5,1,3,No,4,single,high,Single,5.0,10.0,30.59375,Touch,a,1331,188020,435.43307086614175,629.6666666666666
492,857,0.2,195,157,948,3100,17,5,13,Yes,3,hepta,medium,Dual,3.0,9.0,16.8115234375,Touch,none,914,148836,74.64566929133858,65.92307692307692
493,1902,0.8,124,1142,1393,343,11,8,18,No,2,octa,high,Dual,6.0,9.0,49.091796875,Touch,none,779,1590806,68.55314960629921,105.66666666666667
494,1225,0.1,155,840,982,1970,16,8,15,Yes,3,penta,high,Single,0.0,0.0,15.2119140625,Touch,none,975,824880,48.326771653543304,81.66666666666667
495,1066,0.6,131,401,1586,2728,6,0,17,No,3,penta,medium,Single,5.0,17.0,38.6044921875,Touch,b,616,635986,inf,62.705882352941174
496,1554,1.0,124,395,1579,3635,7,4,18,Yes,2,triple,low,Dual,11.0,12.0,5.2529296875,LCD,none,936,623705,155.41338582677164,86.33333333333333
497,1337,0.8,186,48,644,2180,7,4,16,No,3,dual,low,Single,13.0,20.0,30.384765625,LCD,a,588,30912,63.38582677165354,83.5625
498,1926,0.4,172,982,1157,2488,6,1,14,Yes,4,triple,medium,Dual,1.0,2.0,32.5361328125,LCD,none,1009,1136174,455.51181102362204,137.57142857142858
499,869,0.1,104,478,539,3864,13,3,11,No,3,dual,medium,Dual,3.0,4.0,34.07421875,LCD,none,497,257642,70.73490813648293,79.0
500,1278,0.1,104,581,750,1155,7,1,20,Yes,2,octa,low,Dual,1.0,16.0,53.2607421875,LCD,g,778,435750,295.2755905511811,63.9
501,1773,0.6,170,1215,1472,3566,17,6,13,Yes,4,hexa,high,Single,16.0,18.0,31.51953125,LCD,n,1319,1788480,96.58792650918636,136.3846153846154
502,1661,1.0,109,594,1337,864,9,8,2,Yes,4,hepta,low,Dual,1.0,2.0,5.8955078125,LCD,g,878,794178,65.79724409448819,830.5
503,1438,0.6,176,683,1663,869,19,13,9,No,4,hepta,medium,Single,0.0,6.0,31.6044921875,Touch,g,832,1135829,50.363416111447606,159.77777777777777
504,1661,0.3,119,536,861,591,9,2,9,Yes,3,dual,medium,Single,0.0,0.0,28.671875,Touch,a,724,461496,169.48818897637796,184.55555555555554
505,1846,0.7,159,83,773,1333,15,6,11,Yes,2,single,low,Single,1.0,2.0,18.80078125,Touch,b,646,64159,50.721784776902894,167.8181818181818
506,1260,0.2,123,905,1313,2208,12,11,10,Yes,4,hepta,medium,Dual,2.0,10.0,23.0341796875,LCD,a,1022,1188265,46.99355762347888,126.0
507,512,0.9,83,249,1849,2610,18,14,15,Yes,2,triple,low,Dual,7.0,15.0,14.9580078125,Touch,g,757,460401,51.99662542182227,34.13333333333333
508,581,0.7,185,803,1613,2819,19,17,9,No,2,penta,medium,Single,0.0,6.0,57.732421875,LCD,a,539,1295239,37.3552570634553,64.55555555555556
509,1872,0.7,134,459,1259,1955,9,4,15,Yes,3,triple,high,Single,6.0,15.0,43.3095703125,LCD,g,890,577881,123.91732283464567,124.8
510,687,0.6,151,584,1151,3416,14,6,8,Yes,4,quad,medium,Single,9.0,20.0,49.04296875,Touch,none,1014,672184,75.52493438320211,85.875
511,1062,0.9,160,1596,1807,3803,7,3,16,Yes,2,single,high,Dual,6.0,13.0,10.2333984375,LCD,a,1004,2883972,237.13910761154858,66.375
512,1678,0.5,192,418,1763,574,5,3,19,Yes,3,single,high,Dual,11.0,14.0,6.9951171875,LCD,none,706,736934,231.36482939632543,88.3157894736842
513,1417,0.9,166,364,1029,2129,13,9,12,Yes,4,quad,low,Single,10.0,19.0,44.2919921875,LCD,g,818,374556,45.01312335958005,118.08333333333333
514,1074,0.9,103,946,952,1948,13,1,18,No,4,hexa,high,Dual,2.0,14.0,9.529296875,Touch,n,829,900592,374.8031496062992,59.666666666666664
515,1832,0.6,90,186,654,2978,18,7,18,No,2,hepta,low,Single,2.0,6.0,2.5947265625,LCD,none,725,121644,36.782902137232846,101.77777777777777
516,1039,0.8,200,1428,1827,1619,7,1,10,No,4,octa,medium,Single,0.0,0.0,12.353515625,Touch,n,1142,2608956,719.2913385826771,103.9
517,1059,0.1,134,1613,1916,3716,15,13,11,No,3,triple,high,Single,8.0,18.0,60.1611328125,Touch,none,1295,3090508,58.025439127801334,96.27272727272727
518,1606,0.1,154,1127,1924,3454,13,8,20,No,2,quad,medium,Single,3.0,4.0,55.982421875,LCD,b,1081,2168348,94.68503937007874,80.3
519,1928,1.0,187,691,1580,3777,7,2,13,Yes,4,triple,medium,Single,9.0,20.0,18.7138671875,Touch,a,1428,1091780,311.0236220472441,148.30769230769232
520,1875,0.7,91,1802,1942,2712,7,2,6,Yes,4,single,low,Dual,11.0,17.0,53.7939453125,LCD,g,1416,3499484,382.2834645669291,312.5
521,1128,0.9,135,751,1582,1434,5,0,11,Yes,4,octa,medium,Single,9.0,10.0,45.2119140625,LCD,none,951,1188082,inf,102.54545454545455
522,1748,0.5,146,859,1234,3968,16,12,3,No,4,triple,medium,Dual,6.0,7.0,14.0673828125,LCD,b,979,1060006,40.48556430446194,582.6666666666666
523,1413,0.3,117,187,517,3383,16,5,2,No,2,penta,low,Dual,5.0,11.0,49.9326171875,LCD,none,689,96679,40.70866141732284,706.5
524,825,0.1,86,206,1917,3278,8,6,2,No,4,dual,low,Dual,0.0,0.0,23.06640625,LCD,a,839,394902,125.78740157480314,412.5
525,1589,0.1,100,1673,1759,3970,16,8,18,Yes,4,octa,medium,Single,3.0,16.0,26.1796875,LCD,b,1190,2942807,86.56496062992126,88.27777777777777
526,535,0.5,145,710,939,2674,14,8,10,Yes,4,octa,low,Dual,8.0,15.0,52.599609375,LCD,none,869,666690,46.210629921259844,53.5
527,1780,0.1,190,1331,1463,2776,19,17,14,Yes,3,quad,low,Single,6.0,11.0,26.5693359375,Touch,g,1030,1947253,33.88142658638259,127.14285714285714
528,1671,0.1,129,263,848,2336,10,4,7,No,4,dual,low,Dual,7.0,11.0,60.0810546875,LCD,none,1026,223024,83.46456692913385,238.71428571428572
529,1821,0.3,114,97,1803,2430,7,4,6,No,4,single,low,Single,9.0,18.0,12.1650390625,Touch,n,976,174891,177.46062992125985,303.5
530,1076,0.7,119,129,915,891,18,3,9,Yes,4,hexa,high,Single,3.0,8.0,37.443359375,Touch,none,780,118035,120.07874015748031,119.55555555555556
531,532,0.1,193,1213,1354,728,13,5,8,Yes,3,penta,low,Dual,3.0,10.0,8.5556640625,Touch,none,498,1642402,106.61417322834646,66.5
532,777,0.9,148,189,1143,3886,14,10,7,Yes,3,penta,high,Single,3.0,17.0,30.0048828125,LCD,none,1441,216027,45.0,111.0
533,1217,0.5,182,628,632,1711,7,3,9,Yes,3,quad,low,Single,3.0,13.0,17.2275390625,LCD,a,598,396896,82.93963254593176,135.22222222222223
534,1656,1.0,117,320,899,2856,14,3,20,Yes,3,hepta,medium,Dual,0.0,2.0,16.1708984375,Touch,g,1023,287680,117.97900262467192,82.8
535,1185,0.4,152,837,1642,2447,16,2,3,No,3,octa,medium,Single,0.0,7.0,31.181640625,Touch,n,875,1374354,323.2283464566929,395.0
536,577,0.9,161,1087,1450,814,11,7,19,No,4,hexa,high,Single,8.0,20.0,37.04296875,Touch,g,767,1576150,81.55230596175478,30.36842105263158
537,737,0.6,193,781,1463,2951,7,0,10,Yes,2,quad,high,Dual,7.0,16.0,48.693359375,Touch,none,538,1142603,inf,73.7
538,704,0.2,186,251,1013,3653,7,1,15,No,3,hexa,medium,Dual,4.0,6.0,51.86328125,Touch,n,721,254263,398.81889763779526,46.93333333333333
539,525,0.5,137,262,1587,1891,18,3,12,Yes,2,octa,low,Dual,5.0,11.0,50.408203125,Touch,none,455,415794,208.26771653543307,43.75
540,504,0.1,166,767,1665,701,17,15,15,Yes,3,single,low,Dual,5.0,9.0,16.41015625,LCD,b,532,1277055,43.7007874015748,33.6
541,793,0.6,176,1226,1815,3139,6,1,12,No,4,quad,medium,Dual,1.0,7.0,37.3173828125,Touch,a,994,2225190,714.5669291338583,66.08333333333333
542,569,0.1,184,389,739,2811,7,6,7,No,3,octa,low,Dual,2.0,9.0,38.6171875,LCD,a,821,287471,48.490813648293965,81.28571428571429
543,1590,1.0,160,920,963,1701,11,4,4,No,4,penta,medium,Dual,3.0,18.0,20.9814453125,LCD,g,929,885960,94.78346456692913,397.5
544,707,0.1,194,1027,1508,1853,17,14,12,No,4,dual,low,Single,0.0,0.0,15.8896484375,Touch,b,699,1548716,42.407199100112486,58.916666666666664
545,767,0.2,185,271,1000,2445,6,1,6,No,4,hexa,medium,Single,16.0,17.0,19.1044921875,Touch,n,814,271000,393.7007874015748,127.83333333333333
546,1350,0.8,181,369,544,2287,15,1,8,Yes,4,octa,low,Dual,0.0,4.0,49.2041015625,Touch,none,940,200736,214.17322834645668,168.75
547,1117,0.2,146,1258,1627,2003,8,7,14,Yes,2,dual,low,Dual,0.0,7.0,31.0234375,Touch,b,585,2046766,91.50731158605174,79.78571428571429
548,641,0.9,192,417,759,3595,7,5,19,Yes,4,single,medium,Single,0.0,3.0,6.9267578125,Touch,a,876,316503,59.76377952755906,33.73684210526316
549,1002,0.5,83,1345,1416,1726,16,5,19,No,4,dual,low,Dual,0.0,4.0,34.673828125,LCD,a,927,1904520,111.49606299212599,52.73684210526316
550,1408,0.9,89,613,1088,3952,8,6,3,Yes,2,penta,medium,Dual,10.0,14.0,45.0146484375,LCD,g,1201,666944,71.39107611548556,469.3333333333333
551,1900,0.5,190,912,1596,850,5,1,4,Yes,3,octa,medium,Dual,1.0,6.0,40.55078125,Touch,n,911,1455552,628.3464566929134,475.0
552,726,0.1,101,666,760,1446,17,2,8,No,3,octa,high,Single,0.0,0.0,42.33203125,Touch,none,717,506160,149.60629921259843,90.75
553,1544,0.1,113,236,857,1300,8,7,18,No,4,octa,high,Single,12.0,20.0,44.21875,Touch,none,968,202252,48.20022497187851,85.77777777777777
554,1454,0.2,160,186,1100,719,14,10,10,Yes,4,quad,medium,Single,6.0,10.0,21.169921875,Touch,a,760,204600,43.30708661417323,145.4
555,1230,0.8,123,416,676,988,11,5,9,Yes,2,penta,medium,Dual,6.0,7.0,26.0244140625,Touch,b,610,281216,53.22834645669291,136.66666666666666
556,1552,0.3,180,430,658,2606,13,6,12,No,4,octa,medium,Single,10.0,18.0,52.1806640625,LCD,none,937,282940,43.175853018372706,129.33333333333334
557,1519,0.7,200,168,1239,2912,11,10,15,No,3,single,medium,Single,0.0,10.0,31.9326171875,Touch,none,1122,208152,48.77952755905512,101.26666666666667
558,723,0.3,102,1467,1901,2339,19,9,17,Yes,2,single,medium,Single,4.0,7.0,30.01953125,Touch,a,665,2788767,83.1583552055993,42.529411764705884
559,1191,0.9,169,179,1813,1028,14,6,8,No,3,single,high,Dual,2.0,7.0,13.43359375,Touch,b,599,324527,118.96325459317586,148.875
560,1168,0.1,90,159,1578,3173,9,4,17,No,2,octa,medium,Single,9.0,10.0,60.5,LCD,g,947,250902,155.31496062992125,68.70588235294117
561,1229,0.8,191,120,1878,1667,17,6,17,No,2,dual,low,Dual,15.0,16.0,13.77734375,LCD,b,749,225360,123.22834645669292,72.29411764705883
562,1758,0.6,190,762,1864,1897,6,2,15,Yes,4,octa,low,Single,11.0,14.0,13.328125,LCD,none,1132,1420368,366.92913385826773,117.2
563,1290,0.1,143,600,1109,1214,9,8,15,No,2,hexa,low,Single,0.0,4.0,3.3994140625,Touch,a,535,665400,54.576771653543304,86.0
